File,f1,f2,f3,f4,f5,f6,f7,f8,f9,SNCI,SCDI
mol1.mol,5.479651226511908,152.4603916221232,0.0,5.351,88.522781,124251.0,-0.006357076043788367,0.04434627626763264,-11.902105716682414,42.64261148672357,0.9999975010617227
mol2.mol,5.479651226511908,152.4603916221232,0.0,5.351,88.522781,124251.0,-0.006357076043788367,0.04434627626763264,-11.902105716682414,42.64261148672357,0.9999975010617227
mol3.mol,5.479651226511908,152.4603916221232,0.0,5.351,88.522781,124251.0,-0.006357076043788367,0.04434627626763264,-11.902105716682414,42.64261148672357,0.9999975010617227
